Nome,Tipo,Slot,Prezzo,Peso,Fonte,Unnamed: 6
19-23,Mano della Gloria,Oggetto Medio Inferiore Slot Collo,Collo,8.000 mo,1 kg,Manuale di Gioco
24-26,Collare della Furia del Cuor di Leone,Oggetto Medio Inferiore Slot Collo,Collo,8.000 mo,"0,5 kg",Guida del Giocatore
-,Amuleto degli Spiriti  (  Cieli  ),Oggetto Medio Inferiore Slot Collo,Collo,8.000 mo,"0,5 kg",Guida alle Classi
-,Torque dell'Ira Sanguinosa,Oggetto Medio Inferiore Slot Collo,Collo,8.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto degli Spiriti  (  Vento  ),Oggetto Medio Inferiore Slot Collo,Collo,8.000 mo,"0,5 kg",Guida alle Classi
27-33,Collana delle Palle di Fuoco (Tipo VI),Oggetto Minore Inferiore Slot Collo,Collo,8.100 mo,"0,5 kg",Manuale di Gioco
34-40,Collana delle Palle di Fuoco (Tipo VII),Oggetto Minore Inferiore Slot Collo,Collo,8.700 mo,"0,5 kg",Manuale di Gioco
41-43,Amuleto della Forza Nascosta,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,-,Guida all'Equipaggiamento
44-47,Collana dell'Adattamento,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,"0,5 kg",Manuale di Gioco
-,Amuleto del Dente di Squalo,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,-,Guida alle Razze
-,Amuleto del Progenitore Oscuro,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,"0,5 kg",Guida alle Razze
-,Amuleto della Luce Nascosta,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,-,Guida alle Razze
-,Talismano Superiore della LibertÃ,Oggetto Medio Inferiore Slot Collo,Collo,9.000 mo,"0,5 kg",Avventure Occulte
48-51,Amuleto dell'Astuzia Magica,Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida del Giocatore
52-54,Collare del Vero Compagno,Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
55-58,Amuleto del Pugno del Gelo,Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Amuleto degli Spiriti  (  Fiamma  ),Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto degli Spiriti  (  Onde  ),Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto degli Spiriti  (  Pietra  ),Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Eletta  ),Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Fatata  ),Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Guida alle Classi
-,Simbolo Sacro Dorato,Oggetto Medio Inferiore Slot Collo,Collo,10.000 mo,"0,5 kg",Avventure Mitiche
59-63,Cristallo delle Mani Curative,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida del Giocatore
64-66,Gorgiera Guardiana,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida all'Equipaggiamento
67-73,Medaglione dei Pensieri,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Manuale di Gioco
74-77,Talismano della Protezione dalle Maledizioni,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,-,Guida all'Equipaggiamento
-,Amuleto degli Spiriti  (  Battaglia  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto degli Spiriti  (  Ossa  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto degli Spiriti  (  Vita  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Abissale  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Celestiale  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Draconica  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Elementale  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Infernale  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Maledetta  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Stirpe  (  Non Morta  ),Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Guida alle Classi
-,Amuleto della Vita Incanalata,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,25 kg",Guida alle Razze
-,Gioiello Indomito,Oggetto Medio Inferiore Slot Collo,Collo,12.000 mo,"0,5 kg",Avventure Occulte
-,Talismano Superiore della Protezione dalle Fiamme,Oggetto Medio Inferiore Slot Collo,Collo,12.500 mo,"0,5 kg",Avventure Occulte
78-81,Amuleto del Pugno della Forgia,Oggetto Medio Inferiore Slot Collo,Collo,13.000 mo,"0,5 kg",Guida all'Equipaggiamento
82-85,Amuleto di Protezione dai Proiettili +3,Oggetto Medio Inferiore Slot Collo,Collo,13.500 mo,-,Guida al Combattimento
-,Collare Crudele Superiore,Oggetto Medio Inferiore Slot Collo,Collo,14.000 mo,1 kg,Guida alle Classi
86-92,Talismano della Rimarginazione,Oggetto Medio Inferiore Slot Collo,Collo,15.000 mo,-,Manuale di Gioco
-,Amuleto della Stirpe  (  Aberrante  ),Oggetto Medio Inferiore Slot Collo,Collo,15.000 mo,"0,5 kg",Guida alle Classi
93-95,Amuleto dei Pugni Potenti +2,Oggetto Medio Inferiore Slot Collo,Collo,16.000 mo,-,Manuale di Gioco
96-98,Collana della SerenitÃ Ki,Oggetto Medio Inferiore Slot Collo,Collo,16.000 mo,-,Guida del Giocatore
99-100,Fermaglio delle Scintille Ambrate,Oggetto Medio Inferiore Slot Collo,Collo,16.800 mo,"0,5 kg",Guida all'Equipaggiamento
-,Talismano Superiore della Buona Fortuna,Oggetto Medio Inferiore Slot Collo,Collo,16.800 mo,"0,5 kg",Avventure Occulte
01-15,Simbolo della Protezione Sanguigna,Oggetto Medio Superiore Slot Collo,Collo,17.500 mo,"0,5 kg",Guida all'Equipaggiamento
16-24,Amuleto dell'Armatura Naturale +3,Oggetto Medio Superiore Slot Collo,Collo,18.000 mo,-,Manuale di Gioco
-,Cappio dell'Impiccato,Oggetto Medio Superiore Slot Collo,Collo,18.000 mo,2 kg,Avventure Mitiche
-,Incensiere del Santuario,Oggetto Medio Superiore Slot Collo,Collo,18.000 mo,1 kg,Avventure Mitiche
25-35,Ampolla del Sangue Ingannevole,Oggetto Medio Superiore Slot Collo,Collo,20.000 mo,-,Guida all'Equipaggiamento
36-50,Amuleto delle Arti Magiche,Oggetto Medio Superiore Slot Collo,Collo,20.000 mo,1 kg,Guida del Giocatore
51-62,Amuleto del Nemico dei Draghi,Oggetto Medio Superiore Slot Collo,Collo,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
63-67,Amuleto della Maestria Magica,Oggetto Medio Superiore Slot Collo,Collo,22.000 mo,"0,5 kg",Guida all'Equipaggiamento
68-72,Amuleto di Protezione dai Proiettili +4,Oggetto Medio Superiore Slot Collo,Collo,24.000 mo,-,Guida al Combattimento
-,Talismano Superiore del Potere di Guarigione,Oggetto Medio Superiore Slot Collo,Collo,24.000 mo,-,Avventure Occulte
72-85,Mano della Pietra,Oggetto Medio Superiore Slot Collo,Collo,27.000 mo,1 kg,Guida all'Equipaggiamento
86-100,Talismano Anti-veleno,Oggetto Medio Superiore Slot Collo,Collo,27.000 mo,-,Manuale di Gioco
01-18,Amuleto dell'Armatura Naturale +4,Oggetto Maggiore Inferiore Slot Collo,Collo,32.000 mo,-,Manuale di Gioco
19-35,Amuleto Anti-individuazione e Localizzazione,Oggetto Maggiore Inferiore Slot Collo,Collo,35.000 mo,-,Manuale di Gioco
-,Talismano Superiore del Soffio di Vita,Oggetto Maggiore Inferiore Slot Collo,Collo,35.000 mo,"0,5 kg",Avventure Occulte
-,Collana dei Colpi Spettrali,Oggetto Maggiore Inferiore Slot Collo,Collo,35.500 mo,"0,5 kg",Avventure Mitiche
36-49,Amuleto dei Pugni Potenti +3,Oggetto Maggiore Inferiore Slot Collo,Collo,36.000 mo,-,Manuale di Gioco
50-67,Amuleto di Protezione dai Proiettili +5,Oggetto Maggiore Inferiore Slot Collo,Collo,37.500 mo,-,Guida al Combattimento
68-82,Scarabeo di Protezione,Oggetto Maggiore Inferiore Slot Collo,Collo,38.000 mo,-,Manuale di Gioco
83-100,Collana delle Stelle Intrappolate,Oggetto Maggiore Inferiore Slot Collo,Collo,42.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Collare di Ferro della Congrega Sciolta,Oggetto Maggiore Inferiore Slot Collo,Collo,46.000 mo,"0,5 kg",Guida alle Classi
01-35,Amuleto dell'Armatura Naturale +5,Oggetto Maggiore Superiore Slot Collo,Collo,50.000 mo,-,Manuale di Gioco
-,Torque della Lingua Primeva,Oggetto Maggiore Superiore Slot Collo,Collo,60.000 mo,1 kg,Avventure Mitiche
36-60,Amuleto dei Pugni Potenti +4,Oggetto Maggiore Superiore Slot Collo,Collo,64.000 mo,-,Manuale di Gioco
61-85,Amuleto dei Pugni Potenti +5,Oggetto Maggiore Superiore Slot Collo,Collo,100.000 mo,-,Manuale di Gioco
86-100,Amuleto dei Piani,Oggetto Maggiore Superiore Slot Collo,Collo,120.000 mo,-,Manuale di Gioco
01-20,Tunica dello Spago Infinito,Oggetto Minore Inferiore Slot Corpo,Corpo,1.000 mo,"0,5 kg",Guida all'Equipaggiamento
21-35,Tunica degli Aghi,Oggetto Minore Inferiore Slot Corpo,Corpo,1.000 mo,2 kg,Guida all'Equipaggiamento
36-60,Tunica delle Ossa,Oggetto Minore Inferiore Slot Corpo,Corpo,2.400 mo,"0,5 kg",Manuale di Gioco
61-70,Fasciatura dei Colpi Potenti +1,Oggetto Minore Inferiore Slot Corpo,Corpo,3.000 mo,2 kg,Guida all'Equipaggiamento
71-80,Corsetto del Vishkanya,Oggetto Minore Inferiore Slot Corpo,Corpo,3.000 mo,"0,5 kg",Guida alle Razze
81-100,Veste del Druido,Oggetto Minore Inferiore Slot Corpo,Corpo,3.750 mo,-,Manuale di Gioco
01-15,Abito Talare del Clero,Oggetto Minore Superiore Slot Corpo,Corpo,4.600 mo,"0,5 kg",Guida all'Equipaggiamento
16-30,Veste Mnemonica,Oggetto Minore Superiore Slot Corpo,Corpo,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
31-45,Tunica dei Componenti,Oggetto Minore Superiore Slot Corpo,Corpo,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
46-60,Tunica dello Stregone,Oggetto Minore Superiore Slot Corpo,Corpo,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Veste Vivente,Oggetto Minore Superiore Slot Corpo,Corpo,5.000 mo,1 kg,Guida alle Razze
61-75,Finimenti Ancora Eidolon,Oggetto Minore Superiore Slot Corpo,Corpo,6.000 mo,"0,5 kg",Guida all'Equipaggiamento
76-100,Tunica degli Oggetti Utili,Oggetto Minore Superiore Slot Corpo,Corpo,7.000 mo,"0,5 kg",Manuale di Gioco
01-15,Tunica del Mimetismo,Oggetto Medio Inferiore Slot Corpo,Corpo,8.400 mo,"0,5 kg",Manuale di Gioco
16-26,Tunica Fiammante,Oggetto Medio Inferiore Slot Corpo,Corpo,11.000 mo,"0,5 kg",Guida all'Equipaggiamento
27-37,Tunica Folgorante,Oggetto Medio Inferiore Slot Corpo,Corpo,11.000 mo,"0,5 kg",Guida all'Equipaggiamento
38-48,Tunica del Gelo Siderale,Oggetto Medio Inferiore Slot Corpo,Corpo,11.000 mo,"0,5 kg",Guida all'Equipaggiamento
49-59,Fasciatura dei Colpi Potenti +2,Oggetto Medio Inferiore Slot Corpo,Corpo,12.000 mo,"0,5 kg",Guida all'Equipaggiamento
60-75,Tunica del Monaco,Oggetto Medio Inferiore Slot Corpo,Corpo,13.000 mo,"0,5 kg",Manuale di Gioco
-,Veste del Predatore,Oggetto Medio Inferiore Slot Corpo,Corpo,15.000 mo,"2,5 kg",Guida alle Classi
76-100,Vesti dell'EreditÃ Arcana,Oggetto Medio Inferiore Slot Corpo,Corpo,16.000 mo,"0,5 kg",Guida del Giocatore
01-25,Tunica dello Xorn,Oggetto Medio Superiore Slot Corpo,Corpo,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
26-52,Corsetto della Fattura Crudele,Oggetto Medio Superiore Slot Corpo,Corpo,22.000 mo,"0,5 kg",Guida all'Equipaggiamento
53-76,Fasciatura dei Colpi Potenti +3,Oggetto Medio Superiore Slot Corpo,Corpo,27.000 mo,"0,5 kg",Guida all'Equipaggiamento
77-100,Tunica dei Colori Scintillanti,Oggetto Medio Superiore Slot Corpo,Corpo,27.000 mo,"0,5 kg",Manuale di Gioco
01-40,Spolverino del Pistolero,Oggetto Maggiore Inferiore Slot Corpo,Corpo,36.000 mo,"2,5 kg",Guida all'Equipaggiamento
41-80,Fasciatura dei Colpi Potenti +4,Oggetto Maggiore Inferiore Slot Corpo,Corpo,48.000 mo,"0,5 kg",Guida all'Equipaggiamento
81-100,Tunica Pieghevole del Contrabbandiere,Oggetto Maggiore Inferiore Slot Corpo,Corpo,48.000 mo,"0,5 kg",Guida all'Equipaggiamento
01-10,Tunica delle Stelle,Oggetto Maggiore Superiore Slot Corpo,Corpo,58.000 mo,"0,5 kg",Manuale di Gioco
11-15,Tunica dei Portali,Oggetto Maggiore Superiore Slot Corpo,Corpo,64.000 mo,"0,5 kg",Guida all'Equipaggiamento
16-20,Chimono Ultraterreno,Oggetto Maggiore Superiore Slot Corpo,Corpo,67.000 mo,"0,5 kg",Guida all'Equipaggiamento
21-40,Fasciatura dei Colpi Potenti +5,Oggetto Maggiore Superiore Slot Corpo,Corpo,48.000 mo,"0,5 kg",Guida all'Equipaggiamento
41-51,Vesti Risplendenti del Drammaturgo,Oggetto Maggiore Superiore Slot Corpo,Corpo,75.000 mo,"0,5 kg",Guida all'Equipaggiamento
52-67,Tunica dell'Arcimago,Oggetto Maggiore Superiore Slot Corpo,Corpo,75.000 mo,"0,5 kg",Manuale di Gioco
-,Vesti del Penitente,Oggetto Maggiore Superiore Slot Corpo,Corpo,95.000 mo,"0,5 kg",Avventure Mitiche
68-77,Fasciatura dei Colpi Potenti +6,Oggetto Maggiore Superiore Slot Corpo,Corpo,108.000 mo,"0,5 kg",Guida all'Equipaggiamento
78-97,Tunica degli Occhi,Oggetto Maggiore Superiore Slot Corpo,Corpo,120.000 mo,"0,5 kg",Manuale di Gioco
98-100,Fasciatura dei Colpi Potenti +7,Oggetto Maggiore Superiore Slot Corpo,Corpo,147.000 mo,"0,5 kg",Guida all'Equipaggiamento
01-60,Filatterio della FedeltÃ,Oggetto Minore Inferiore Slot Fronte,Fronte,1.000 mo,-,Manuale di Gioco
61-100,Fascia dell'Uomo Morto,Oggetto Minore Inferiore Slot Fronte,Fronte,3.600 mo,"0,5 kg",Guida all'Equipaggiamento
01-09,Fascia della Seduzione +2,Oggetto Minore Superiore Slot Fronte,Fronte,4.000 mo,"0,5 kg",Manuale di Gioco
10-18,Fascia dell'Ispirazione +2,Oggetto Minore Superiore Slot Fronte,Fronte,4.000 mo,"0,5 kg",Manuale di Gioco
19-27,Fascia della Sapienza +2,Oggetto Minore Superiore Slot Fronte,Fronte,4.000 mo,"0,5 kg",Manuale di Gioco
28-33,Fascia dell'AgilitÃ Aerea +2,Oggetto Minore Superiore Slot Fronte,Fronte,4.500 mo,-,Guida all'Equipaggiamento
34-39,Fascia del Cambiaforma +2,Oggetto Minore Superiore Slot Fronte,Fronte,4.500 mo,-,Guida all'Equipaggiamento
-,Fascia del Lupo,Oggetto Minore Superiore Slot Fronte,Fronte,5.000 mo,"0,25 kg",Guida alle Classi
40-45,Fascia della Memoria Poderosa,Oggetto Minore Superiore Slot Fronte,Fronte,5.100 mo,"0,5 kg",Guida all'Equipaggiamento
46-51,Fascia Focalizza Ki,Oggetto Minore Superiore Slot Fronte,Fronte,5.400 mo,"0,5 kg",Guida all'Equipaggiamento
52-58,Fascia della Risolutezza Irremovibile,Oggetto Minore Superiore Slot Fronte,Fronte,5.600 mo,"0,5 kg",Guida all'Equipaggiamento
59-66,Coroncina di Agrifoglio,Oggetto Minore Superiore Slot Fronte,Fronte,5.700 mo,"0,5 kg",Guida all'Equipaggiamento
67-74,Fascia della Devozione Eterna,Oggetto Minore Superiore Slot Fronte,Fronte,6.400 mo,"0,5 kg",Guida all'Equipaggiamento
75-82,Filatterio del Pastore,Oggetto Minore Superiore Slot Fronte,Fronte,7.000 mo,"0,5 kg",Guida all'Equipaggiamento
83-91,Fascia dell'Intuizione,Oggetto Minore Superiore Slot Fronte,Fronte,7.000 mo,"0,5 kg",Guida all'Equipaggiamento
92-100,Fascia del Favore della Sorte,Oggetto Minore Superiore Slot Fronte,Fronte,7.700 mo,"0,5 kg",Guida all'Equipaggiamento
01-06,Fascia della Furia,Oggetto Medio Inferiore Slot Fronte,Fronte,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
07-12,Fascia del Serpente,Oggetto Medio Inferiore Slot Fronte,Fronte,9.000 mo,"0,5 kg",Guida all'Equipaggiamento
13-20,Fascia della Prodezza Mentale +2,Oggetto Medio Inferiore Slot Fronte,Fronte,10.000 mo,"0,5 kg",Manuale di Gioco
21-26,Fascia del Cacciatore,Oggetto Medio Inferiore Slot Fronte,Fronte,11.000 mo,"0,5 kg",Guida all'Equipaggiamento
27-34,Filatterio dell'Energia Negativa,Oggetto Medio Inferiore Slot Fronte,Fronte,11.000 mo,"0,5 kg",Manuale di Gioco
35-42,Filatterio dell'Energia Positiva,Oggetto Medio Inferiore Slot Fronte,Fronte,11.000 mo,"0,5 kg",Manuale di Gioco
43-48,Occhio Velato,Oggetto Medio Inferiore Slot Fronte,Fronte,12.000 mo,-,Guida all'Equipaggiamento
49-54,Fascia del Combattente Determinato,Oggetto Medio Inferiore Slot Fronte,Fronte,14.000 mo,"0,5 kg",Guida all'Equipaggiamento
55-60,Fascia del Ninjitsu,Oggetto Medio Inferiore Slot Fronte,Fronte,15.000 mo,"0,5 kg",Guida all'Equipaggiamento
61-68,Fascia della Seduzione +4,Oggetto Medio Inferiore Slot Fronte,Fronte,16.000 mo,"0,5 kg",Manuale di Gioco
69-76,Fascia dell'Ispirazione +4,Oggetto Medio Inferiore Slot Fronte,Fronte,16.000 mo,"0,5 kg",Manuale di Gioco
77-85,Fascia della SuperioritÃ Mentale +2,Oggetto Medio Inferiore Slot Fronte,Fronte,16.000 mo,"0,5 kg",Manuale di Gioco
86-93,Fascia della Sapienza +4,Oggetto Medio Inferiore Slot Fronte,Fronte,16.000 mo,"0,5 kg",Manuale di Gioco
94-100,Fascia del Cambiaforma +4,Oggetto Medio Inferiore Slot Fronte,Fronte,17.500 mo,-,Guida all'Equipaggiamento
-,Diadema del Cineta Minore,Oggetto Medio Superiore Slot Fronte,Fronte,18.000 mo,-,Avventure Occulte
01-30,Fascia dell'Energia Arcana,Oggetto Medio Superiore Slot Fronte,Fronte,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
31-70,Fascia del Controincantesimo,Oggetto Medio Superiore Slot Fronte,Fronte,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Diadema della Luna,Oggetto Medio Superiore Slot Fronte,Fronte,20.000 mo,-,Guida del Giocatore
71-100,Fascia delle Nocche,Oggetto Medio Superiore Slot Fronte,Fronte,27.500 mo,"0,5 kg",Guida all'Equipaggiamento
01-09,Occhio del Legame Interiore,Oggetto Maggiore Inferiore Slot Fronte,Fronte,30.000 mo,-,Guida all'Equipaggiamento
10-19,Fascia del Lupo Invernale,Oggetto Maggiore Inferiore Slot Fronte,Fronte,32.000 mo,"0,5 kg",Guida all'Equipaggiamento
20-32,Fascia della Seduzione +6,Oggetto Maggiore Inferiore Slot Fronte,Fronte,36.000 mo,"0,5 kg",Manuale di Gioco
33-45,Fascia dell'Ispirazione +6,Oggetto Maggiore Inferiore Slot Fronte,Fronte,36.000 mo,"0,5 kg",Manuale di Gioco
46-58,Fascia della Sapienza +6,Oggetto Maggiore Inferiore Slot Fronte,Fronte,36.000 mo,"0,5 kg",Manuale di Gioco
59-66,Fascia del Cambiaforma +6,Oggetto Maggiore Inferiore Slot Fronte,Fronte,39.000 mo,-,Guida all'Equipaggiamento
67-81,Fascia della Prodezza Mentale +4,Oggetto Maggiore Inferiore Slot Fronte,Fronte,40.000 mo,"0,5 kg",Manuale di Gioco
82-90,Fascia dell'Avvenenza,Oggetto Maggiore Inferiore Slot Fronte,Fronte,40.000 mo,"0,5 kg",Guida all'Equipaggiamento
91-100,Fascia dell'AgilitÃ Aerea +4,Oggetto Maggiore Inferiore Slot Fronte,Fronte,42.000 mo,-,Guida all'Equipaggiamento
-,Diadema del Cineta,Oggetto Maggiore Superiore Slot Fronte,Fronte,50.000 mo,-,Avventure Occulte
01-20,Fascia della Resistenza Mentale,Oggetto Maggiore Superiore Slot Fronte,Fronte,64.000 mo,"0,5 kg",Guida all'Equipaggiamento
21-50,Fascia della SuperioritÃ Mentale +4,Oggetto Maggiore Superiore Slot Fronte,Fronte,64.000 mo,"0,5 kg",Manuale di Gioco
51-65,Fascia dell'AgilitÃ Aerea +6,Oggetto Maggiore Superiore Slot Fronte,Fronte,81.000 mo,-,Guida all'Equipaggiamento
66-85,Fascia della Prodezza Mentale +6,Oggetto Maggiore Superiore Slot Fronte,Fronte,90.000 mo,"0,5 kg",Manuale di Gioco
-,Diadema del Cineta Superiore,Oggetto Maggiore Superiore Slot Fronte,Fronte,98.000 mo,-,Avventure Occulte
86-100,Fascia della SuperioritÃ Mentale +6,Oggetto Maggiore Superiore Slot Fronte,Fronte,144.000 mo,"0,5 kg",Manuale di Gioco
-,Fascia dei Pensieri Sigillati,Oggetto Maggiore Superiore Slot Fronte,Fronte,150.000 mo,"0,5 kg",Avventure Mitiche
01-13,Guanti Assistenti,Oggetto Minore Inferiore Slot Mani,Mani,180 mo,"0,5 kg",Guida del Giocatore
14-22,Artigli dell'Orso Polare,Oggetto Minore Inferiore Slot Mani,Mani,1.300 mo,"0,5 kg",Guida all'Equipaggiamento
23-34,Guanti della Perlustrazione,Oggetto Minore Inferiore Slot Mani,Mani,2.000 mo,-,Guida all'Equipaggiamento
35-46,Guanto Luminoso,Oggetto Minore Inferiore Slot Mani,Mani,2.000 mo,-,Guida del Giocatore
47-58,Guanti dell'Imbroglio dell'Apprendista,Oggetto Minore Inferiore Slot Mani,Mani,2.200 mo,-,Guida all'Equipaggiamento
59-70,Guanti dello Sfidante,Oggetto Minore Inferiore Slot Mani,Mani,2.200 mo,-,Guida all'Equipaggiamento
71-80,Guanti del Furto,Oggetto Minore Inferiore Slot Mani,Mani,2.500 mo,"0,5 kg",Guida all'Equipaggiamento
81-90,Guanti del Guaritore,Oggetto Minore Inferiore Slot Mani,Mani,2.500 mo,-,Guida all'Equipaggiamento
-,Guanti delle Dita Leste,Oggetto Minore Inferiore Slot Mani,Mani,2.500 mo,-,Guida alle Razze
91-100,Guanti da Lavoro dell'Ingegnere,Oggetto Minore Inferiore Slot Mani,Mani,3.000 mo,-,Guida all'Equipaggiamento
01-12,Guanti della Manovra Esperta,Oggetto Minore Superiore Slot Mani,Mani,4.000 mo,"0,5 kg",Guida all'Equipaggiamento
13-21,Guanti della Visione Spettrale,Oggetto Minore Superiore Slot Mani,Mani,4.000 mo,-,Guida all'Equipaggiamento
22-33,Guanti Catturafrecce,Oggetto Minore Superiore Slot Mani,Mani,4.000 mo,-,Manuale di Gioco
34-43,Guanti dell'Attivatrappole,Oggetto Minore Superiore Slot Mani,Mani,4.000 mo,"0,5 kg",Guida all'Equipaggiamento
44-55,Guanti del Colpo Arcano,Oggetto Minore Superiore Slot Mani,Mani,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
56-65,Guanti dell'Avvelenatore,Oggetto Minore Superiore Slot Mani,Mani,5.000 mo,-,Guida all'Equipaggiamento
66-75,Guanti del Magnetista,Oggetto Minore Superiore Slot Mani,Mani,6.000 mo,-,Guida all'Equipaggiamento
76-100,Guanti del Nuotare e Scalare,Oggetto Minore Superiore Slot Mani,Mani,6.250 mo,-,Manuale di Gioco
-,Guanti della Marchiatura,Oggetto Minore Superiore Slot Mani,Mani,7.200 mo,"0,5 kg",Guida alle Classi
-,Guanti Elfici,Oggetto Minore Superiore Slot Mani,Mani,7.500 mo,-,Guida alle Razze
01-02,Guanti Deliquescenti,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
03-05,Guanti Fissa Forma,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"0,25 kg",Guida all'Equipaggiamento
06-08,Guanto del Cobra di Ferro,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
09-16,Guanto del Falconiere d'Ombra,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
17-20,Guanti del Colpo Incantato,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,-,Guida all'Equipaggiamento
-,Guanti dei Detriti,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"0,5 kg",Guida alle Razze
-,Guanti Insanguinati,Oggetto Medio Inferiore Slot Mani,Mani,8.000 mo,"2,5 kg",Guida alle Classi
21-28,Guanti Anatema dei Glifi,Oggetto Medio Inferiore Slot Mani,Mani,9.000 mo,-,Guida all'Equipaggiamento
-,Guanti Catturaincantesimi,Oggetto Medio Inferiore Slot Mani,Mani,9.000 mo,-,Avventure Mitiche
-,Guanti Inesorabili,Oggetto Medio Inferiore Slot Mani,Mani,9.000 mo,"0,5 kg",Avventure Mitiche
29-40,Guanto della Conservazione,Oggetto Medio Inferiore Slot Mani,Mani,10.000 mo,-,Manuale di Gioco
41-46,Guanti del Modellamento,Oggetto Medio Inferiore Slot Mani,Mani,10.000 mo,-,Guida all'Equipaggiamento
47-54,Guanti Elastici,Oggetto Medio Inferiore Slot Mani,Mani,10.000 mo,-,Guida all'Equipaggiamento
-,Guanti del Pugno di Pietra,Oggetto Medio Inferiore Slot Mani,Mani,10.000 mo,"1,5 kg",Avventure Mitiche
55-76,Guanto Corrosivo,Oggetto Medio Inferiore Slot Mani,Mani,11.500 mo,1 kg,Manuale di Gioco
77-100,Guanti del Duello,Oggetto Medio Inferiore Slot Mani,Mani,15.000 mo,-,Guida del Giocatore
-,Guanti Spaccacrani,Oggetto Medio Inferiore Slot Mani,Mani,15.302 mo,3 kg,Guida alle Classi
01-30,Guanti del Vampiro,Oggetto Medio Superiore Slot Mani,Mani,18.000 mo,-,Guida all'Equipaggiamento
31-65,Guanti Pugno del Gigante,Oggetto Medio Superiore Slot Mani,Mani,20.000 mo,"2,5 kg",Guida all'Equipaggiamento
-,Guanti dell'Azione a Distanza,Oggetto Medio Superiore Slot Mani,Mani,20.000 mo,-,Avventure Mitiche
66-100,Guanto della Scorciatoia,Oggetto Medio Superiore Slot Mani,Mani,27.000 mo,-,Guida all'Equipaggiamento
